,heart,sleep,step
2018-07-30 3.5時,62.7,1.3,0.0
2018-07-30 3.75時,70.7,1.0,0.0
2018-07-30 4.0時,64.7,1.7,0.0
2018-07-30 4.25時,65.7,2.0,0.0
2018-07-30 4.5時,68.0,2.0,0.0
2018-07-30 4.75時,66.0,2.0,0.0
2018-07-30 5.0時,72.0,2.3,0.0
2018-07-30 5.25時,64.0,3.0,52.0
2018-07-30 5.5時,64.3,2.7,0.0
2018-07-30 5.75時,86.0,3.0,357.5
2018-07-30 6.25時,103.5,3.0,471.0
2018-07-30 6.5時,75.0,3.0,57.0
2018-07-30 6.75時,84.0,3.0,200.0
2018-07-30 7.0時,76.3,3.0,160.5
2018-07-30 7.25時,87.7,3.0,220.7
2018-07-30 7.5時,93.7,3.0,268.7
2018-07-30 8.0時,88.3,3.0,234.0
2018-07-30 8.5時,93.3,3.0,174.5
2018-07-30 9.0時,75.0,3.0,18.0
2018-07-30 9.5時,88.3,3.0,65.0
2018-07-30 9.75時,76.7,3.0,54.0
2018-07-30 10.0時,89.0,3.0,182.0
2018-07-30 11.5時,88.5,3.0,274.0
2018-07-30 11.75時,81.3,3.0,151.3
2018-07-30 21.75時,85.3,3.0,317.0
2018-07-30 22.0時,93.7,3.0,450.0
2018-07-30 22.25時,101.7,3.0,280.3
2018-07-30 22.75時,89.7,3.0,109.0
2018-07-30 23.0時,86.3,3.0,136.0
2018-07-30 23.25時,94.7,3.0,107.5
2018-07-30 23.5時,85.7,3.0,13.0
2018-07-30 23.75時,89.5,3.0,17.0
2018-07-31 0.75時,86.7,3.0,225.0
2018-07-31 1.25時,76.7,1.0,0.0
2018-07-31 1.5時,75.0,1.3,0.0
2018-07-31 1.75時,72.7,2.0,0.0
2018-07-31 2.0時,74.3,2.0,0.0
2018-07-31 2.25時,72.0,2.0,0.0
2018-07-31 2.5時,69.3,1.0,0.0
2018-07-31 2.75時,74.0,1.0,0.0
2018-07-31 3.0時,73.3,1.0,0.0
2018-07-31 3.25時,79.3,1.3,0.0
2018-07-31 3.5時,63.7,2.0,0.0
2018-07-31 3.75時,70.7,2.0,0.0
2018-07-31 4.0時,70.3,2.0,0.0
2018-07-31 4.25時,68.0,2.0,0.0
2018-07-31 4.5時,72.7,2.0,0.0
2018-07-31 4.75時,69.3,2.0,0.0
2018-07-31 5.0時,71.0,2.0,0.0
2018-07-31 5.25時,68.3,2.0,0.0
2018-07-31 5.5時,68.3,2.0,0.0
2018-07-31 5.75時,68.7,2.0,0.0
2018-07-31 6.0時,77.7,2.0,0.0
2018-07-31 6.25時,80.0,2.3,0.0
2018-07-31 6.5時,80.0,3.0,68.5
2018-07-31 6.75時,74.3,3.0,92.0
2018-07-31 7.0時,87.0,3.0,96.0
2018-07-31 7.25時,88.3,3.0,224.7
2018-07-31 7.5時,108.3,3.0,384.3
2018-07-31 7.75時,99.0,3.0,289.0
2018-07-31 8.0時,78.7,3.0,232.0
2018-07-31 21.5時,93.0,3.0,187.0
2018-07-31 22.0時,88.5,3.0,109.0
2018-07-31 22.25時,78.3,3.0,65.0
2018-07-31 22.5時,86.0,3.0,68.0
2018-07-31 23.25時,92.0,3.0,39.0
2018-07-31 23.5時,86.3,3.0,29.0
