,heart,sleep,step
2018-08-31 9.5時,84.7,3.0,91.0
2018-08-31 9.75時,82.7,3.0,72.0
2018-08-31 10.0時,88.0,3.0,34.0
2018-08-31 10.25時,79.0,3.0,73.0
2018-08-31 10.5時,72.0,3.0,107.0
2018-08-31 10.75時,80.8,3.0,127.0
2018-08-31 11.0時,85.3,3.0,152.0
2018-08-31 11.5時,76.3,3.0,30.0
2018-08-31 21.5時,80.7,3.0,196.0
2018-08-31 21.75時,74.0,3.0,121.7
2018-08-31 22.0時,71.0,3.0,195.7
2018-08-31 23.0時,104.7,3.0,187.7
2018-08-31 23.25時,95.3,3.0,226.3
